Chromosome	Approved_Gene_Symbol	OMIM_INFO
chr3	EMC3	620273.0 | EMC3 | Endoplasmic reticulum membrane protein complex, subunit 3 | 55831.0 | ENSG00000125037 | nan | nan
chr3	FANCD2	613984.0 | FANCD2, FANCD, FACD, FAD | Fanconi anemia, complementation group D2 | 2177.0 | ENSG00000144554 | nan | Fanconi anemia, complementation group D2, 227646 (3), Autosomal recessive
chr3	BRK1	611183.0 | BRK1, C3orf10, HSPC300 | BRICK1, SCAR/WAVE actin-nucleating complex subunit | 55845.0 | ENSG00000254999 | nan | nan
chr3	VHL	608537.0 | VHL | von Hippel-Lindau tumor suppressor | 7428.0 | ENSG00000134086 | nan | Hemangioblastoma, cerebellar, somatic (3); Erythrocytosis, familial, 2, 263400 (3), Autosomal recessive; von Hippel-Lindau syndrome, 193300 (3), Autosomal dominant; Renal cell carcinoma, somatic, 144700 (3); Pheochromocytoma, 171300 (3), Autosomal dominant
chr3	IRAK2	603304.0 | IRAK2 | Interleukin 1 receptor-associated kinase 2 | 3656.0 | ENSG00000134070 | nan | nan
chr3	TATDN2	619330.0 | TATDN2, KIAA0218 | TatD DNase domain-containing protein 2 | 9797.0 | ENSG00000157014 | nan | nan
chr3	GHRLOS	618445.0 | GHRLOS | Ghrelin opposite strand, noncoding | 100126793.0 | ENSG00000240288 | nan | nan
chr3	GHRL	605353.0 | GHRL | Ghrelin | 51738.0 | ENSG00000157017 | nan | {Obesity, susceptibility to}, 601665 (3), Autosomal recessive, Multifactorial, Autosomal dominant
chr3	SEC13	600152.0 | SEC13, SEC13L1, D3S1231E, SEC13R | SEC13 homolog, nuclear pore and COPII coat complex component | 6396.0 | ENSG00000157020 | nan | nan
chr3	ATP2B2	108733.0 | ATP2B2, PMCA2, DFNA82 | ATPase, Ca++ transporting, plasma membrane, 2 | 491.0 | ENSG00000157087 | nan | Deafness, autosomal dominant 82, 619804 (3), Autosomal dominant; {Deafness, autosomal recessive 12, modifier of}, 601386 (3), Autosomal recessive
chr3	SLC6A11	607952.0 | SLC6A11, GAT3, GAT4 | Solute carrier family 6 (neurotransmitter transporter, GABA), member 11 | 6538.0 | ENSG00000132164 | nan | nan
chr3	SLC6A1	137165.0 | SLC6A1, GABATR, MAE | Solute carrier family 6 (neurotransmitter transporter, GABA), member 1 | 6529.0 | ENSG00000157103 | nan | Myoclonic-atonic epilepsy, 616421 (3), Autosomal dominant
chr3	HRH1	600167.0 | HRH1 | Histamine receptor, subclass H1 | 3269.0 | ENSG00000196639 | nan | nan
chr3	ATG7	608760.0 | ATG7, APG7L, GSA7, SCAR31 | Autophagy related 7 | 10533.0 | ENSG00000197548 | nan | Spinocerebellar ataxia, autosomal recessive 31, 619422 (3), Autosomal recessive
chr3	VGLL4	618692.0 | VGLL4, KIAA0121 | Vestigial-like family member 4 | 9686.0 | ENSG00000144560 | nan | nan
chr3		606661.0 | UVM2 | Melanoma, uveal, susceptibility to, 2 | nan | nan | nan | {Melanoma, uveal, susceptibility to, 2}, 606661 (2), Autosomal dominant
chr3	TAMM41	614948.0 | TAMM41, RAM41, C3orf31, COXPD56 | TAM41 mitochondrial translocator assembly and maintenance homolog | 132001.0 | ENSG00000144559 | nan | Combined oxidative phosphorylation deficiency 56, 620139 (3), Autosomal recessive
chr3	SYN2	600755.0 | SYN2 | Synapsin II | 6854.0 | ENSG00000157152 | nan | {Schizophrenia, susceptibility to}, 181500 (3), Autosomal dominant
chr3	TIMP4	601915.0 | TIMP4 | Tissue inhibitor of metalloproteinase 4 | 7079.0 | ENSG00000157150 | nan | nan
chr3	PPARG	601487.0 | PPARG, PPARG1, PPARG2, CIMT1, GLM1 | Peroxisome proliferator activated receptor, gamma | 5468.0 | ENSG00000132170 | PPARG1, PPARG2 from same gene | {Diabetes, type 2}, 125853 (3), Autosomal dominant; Insulin resistance, severe, digenic, 604367 (3), Autosomal dominant; Lipodystrophy, familial partial, type 3, 604367 (3), Autosomal dominant; [Obesity, resistance to] (3); Obesity, severe, 601665 (3), Autosomal recessive, Multifactorial, Autosomal dominant; Carotid intimal medial thickness 1, 609338 (3)
chr3	TSEN2	608753.0 | TSEN2, SEN2, PCH2B | tRNA splicing endonuclease, subunit 2 | 80746.0 | ENSG00000154743 | nan | Pontocerebellar hypoplasia type 2B, 612389 (3), Autosomal recessive
chr3	MKRN2	608426.0 | MKRN2 | Makorin 2 | 23609.0 | ENSG00000075975 | nan | nan
chr3	RAF1	164760.0 | RAF1, CRAF, NS5, CMD1NN | Oncogene RAF1 | 5894.0 | ENSG00000132155 | nan | Cardiomyopathy, dilated, 1NN, 615916 (3), Autosomal dominant; Noonan syndrome 5, 611553 (3), Autosomal dominant; LEOPARD syndrome 2, 611554 (3), Autosomal dominant
chr3	CAND2	610403.0 | CAND2, TIP120B, KIAA0667 | Cullin-associated neddylation -dissociated 2 | 23066.0 | ENSG00000144712 | nan | nan
chr3	IQSEC1	610166.0 | IQSEC1, KIAA0763, IDDSSBA | IQ motif- and Sec7 domain-containing protein 1 | 9922.0 | ENSG00000144711 | nan | Intellectual developmental disorder with short stature and behavioral abnormalities, 618687 (3), Autosomal recessive
chr3	LGMD1H	613530.0 | LGMD1H | Muscular dystrophy, limb-girdle, type 1H | 100529230.0 | nan | between D3S1263 and D3S1277 | Muscular dystrophy, limb-girdle, type 1H, 613530 (2), Autosomal dominant
chr3	NUP210	607703.0 | NUP210, GP210, KIAA0906 | Nucleoporin, 210kD | 23225.0 | ENSG00000132182 | nan | nan
chr3	HDAC11	607226.0 | HDAC11 | Histone deacetylase 11 | 79885.0 | ENSG00000163517 | nan | nan
chr3	FBLN2	135821.0 | FBLN2 | Fibulin-2 | 2199.0 | ENSG00000163520 | nan | nan
chr3	WNT7A	601570.0 | WNT7A | Wingless-type MMTV integration site family, member 7A | 7476.0 | ENSG00000154764 | nan | Fuhrmann syndrome, 228930 (3), Autosomal recessive; Ulna and fibula, absence of, with severe limb deficiency, 276820 (3), Autosomal recessive
chr3	TPRXL	611167.0 | TPRXL | Tetrapeptide repeat homeobox-like | 348825.0 | ENSG00000292995 | nan | nan
chr3	CHCHD4	611077.0 | CHDH4, MIA40 | Coiled-coil-helix-coiled-coil-helix domain-containing protein 4 | 131474.0 | ENSG00000163528 | nan | nan
chr3	TMEM43	612048.0 | TMEM43, ARVD5, ARVC5, EDMD7, AUNA3 | Transmembrane protein 43 | 79188.0 | ENSG00000170876 | nan | Arrhythmogenic right ventricular dysplasia 5, 604400 (3), Autosomal dominant; Auditory neuropathy, autosomal dominant 3, 619832 (3), Autosomal dominant; Emery-Dreifuss muscular dystrophy 7, AD, 614302 (3), Autosomal dominant
chr3	XPC	613208.0 | XPC, XPCC | XPC complex subunit, DNA damage recognition and repair factor | 7508.0 | ENSG00000154767 | nan | Xeroderma pigmentosum, group C, 278720 (3), Autosomal recessive
chr3	LSM3	607283.0 | LSM3 | LSM3 protein | 27258.0 | ENSG00000170860 | nan | nan
chr3	SLC6A6	186854.0 | SLC6A6, TAUT, HTRDC | Solute carrier family 6 (neurotransmitter transporter, taurine), member 6 | 6533.0 | ENSG00000131389 | nan | Hypotaurinemic retinal degeneration and cardiomyopathy, 145350 (3), Autosomal recessive
chr3	CCDC174	616735.0 | CCDC174, HSPC212, IHPM | Coiled-coil domain-containing protein 174 | 51244.0 | ENSG00000154781 | nan | Hypotonia, infantile, with psychomotor retardation, 616816 (3), Autosomal recessive
chr3	C3orf20	619992.0 | C3orf20 | Chromosome 3 open reading frame 20 | 84077.0 | ENSG00000131379 | nan | nan
chr3	FGD5	614788.0 | FGD5 | FYVE, RhoGEF, and PH domain-containing protein 5 | 152273.0 | ENSG00000154783 | nan | nan
chr3	NR2C2	601426.0 | NR2C2, TR4, TAK1 | Nuclear receptor subfamily 2, group C, member 2 | 7182.0 | ENSG00000177463 | nan | nan
chr3	MRPS25	611987.0 | MRPS25, COXPD50 | Mitochondrial ribosomal protein S25 | 64432.0 | ENSG00000131368 | mutation identified in 1 COXPD50 patient | ?Combined oxidative phosphorylation deficiency 50, 619025 (3), Autosomal recessive
chr3	RBSN	609511.0 | RBSN, ZFYVE20, KAREVS, MFANDO | Rabenosyn 5 | 64145.0 | ENSG00000131381 | nan | Myelofibrosis, congenital, with anemia, neutropenia, developmental delay, and ocular abnormalities, 620939 (3), Autosomal recessive; Kariminejad-Reversade neurodevelopmental syndrome, 620937 (3), Autosomal recessive
chr3	COL6A4P1	612397.0 | COL6A4P1, DVWA, DIVA, LOC344875 | Collagen, type VI, alpha 4, pseudogene 1 | 344875.0 | ENSG00000291281 | nan | nan
chr3	CAPN7	606400.0 | CAPN7, PALBH | Calpain 7 | 23473.0 | ENSG00000131375 | nan | nan
chr3	SH3BP5	605612.0 | SH3BP5, SAB | SH3 domain-binding protein 5 | 9467.0 | ENSG00000131370 | previously mapped to 1q431 | nan
chr3	METTL6	618903.0 | METTL6 | Methyltransferase 6, methylcytidine | 131965.0 | ENSG00000206562 | nan | nan
chr3	EAF1	608315.0 | EAF1 | ELL-associated factor 1 | 85403.0 | ENSG00000144597 | nan | nan
chr3	COLQ	603033.0 | COLQ, EAD, CMS5 | Collagenic tail of endplate acetylcholinesterase | 8292.0 | ENSG00000206561 | nan | Myasthenic syndrome, congenital, 5, 603034 (3), Autosomal recessive
chr3	HACL1	604300.0 | HACL1, HPCL2 | 2-hydroxyacyl-CoA lyase 1 | 26061.0 | ENSG00000131373 | nan | nan
chr3	BTD	609019.0 | BTD | Biotinidase | 686.0 | ENSG00000169814 | nan | Biotinidase deficiency, 253260 (3), Autosomal recessive
chr3	ANKRD28	611122.0 | ANKRD28, PITK, KIAA0379 | Ankyrin repeat domain-containing protein 28 | 23243.0 | ENSG00000206560 | nan | nan
chr3	GALNT15	615131.0 | GALNT15, GALNACT15 | UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 15 | 117248.0 | ENSG00000131386 | nan | nan
chr3	DPH3	608959.0 | DPH3, KTI11, ZCSL2, DELGIP1 | Diphthamide biosynthesis protein 3 | 285381.0 | ENSG00000154813 | nan | nan
chr3	OXNAD1	620581.0 | OXNAD1 | Oxidoreductase NAD-binding domain-contining protein 1 | 92106.0 | ENSG00000154814 | nan | nan
chr3	ASPG4	609954.0 | ASPG4 | Asperger syndrome, susceptibility to, 4 | 100188800.0 | nan | max lod at D3S2432 | {Asperger syndrome susceptibility 4}, 609954 (2)
chr3	ATOD9	613519.0 | ATOD9 | Dermatitis, atopic, 9 | 105463126.0 | nan | max lod at D3S1768 | {Dermatitis, atopic, susceptibility to, 9}, 613519 (2)
chr3	HSN1B	608088.0 | HSN1B | Hereditary sensory neuropathy, type IB | 378888.0 | nan | max lod at D3S2338 | Neuropathy, hereditary sensory, type IB, 608088 (2), Autosomal dominant
chr3	OS6	612401.0 | OS6 | Osteoarthritis susceptibility 6 | 100286836.0 | nan | associated with rs11718863 and rs7639618 | {Osteoarthritis susceptibility 6}, 612401 (2)
chr3	TRICY1	609649.0 | TRICY1 | Trichilemmal cyst 1 | 94014.0 | nan | max lod at D3S1277 | Trichilemmal cyst 1, 609649 (2), Autosomal dominant
chr3	RFTN1	618210.0 | RFTN1, KIAA0084 | Lipid raft linking protein 1 | 23180.0 | ENSG00000131378 | nan | nan
chr3	DAZL	601486.0 | DAZL, DAZH, SPGYLA | Deleted in azoospermia-like | 1618.0 | ENSG00000092345 | ?founding member of DAZ gene family | {Spermatogenic failure, susceptibility to} (3)
chr3	PLCL2	614276.0 | PLCL2, KIAA1092 | Phospholipase C-like 2 | 23228.0 | ENSG00000154822 | nan | nan
chr3	TBC1D5	615740.0 | TBC1D5, KIAA0210 | TBC1 domain family, member 5 | 9779.0 | ENSG00000131374 | nan | nan
chr3	SATB1	602075.0 | SATB1, DEFDA, DHDBV | Special AT-rich sequence binding protein-1 | 6304.0 | ENSG00000182568 | nan | den Hoed-de Boer-Voisin syndrome, 619229 (3), Autosomal dominant; Developmental delay with dysmorphic facies and dental anomalies, 619228 (3), Autosomal dominant
chr3	KCNH8	608260.0 | KCNH8, ELK1 | Potassium channel, voltage-gated, subfamily H, member 8 | 131096.0 | ENSG00000183960 | nan | nan
chr3	RAB5A	179512.0 | RAB5A, RAB5 | RAS-associated protein RAB5A | 5868.0 | ENSG00000144566 | nan | nan
chr3	KAT2B	602303.0 | CAF | CREBBP-associated factor | 8850.0 | ENSG00000114166 | nan | nan
chr3	SGO1	609168.0 | SGOL1, SGO, SGO1, CAID | Shugoshin-like 1 | 151648.0 | ENSG00000129810 | nan | Chronic atrial and intestinal dysrhythmia, 616201 (3), Autosomal recessive
chr3	UBE2E2	602163.0 | UBE2E2 | Ubiquitin-conjugating enzyme E2 E2 | 7325.0 | ENSG00000182247 | nan | nan
chr3	FEB9	611634.0 | FEB9 | Febrile seizures, familial, 9 | 100188849.0 | nan | between D3S3727 and D3S3567 | Febrile seizures, familial, 9, 611634 (2), Autosomal dominant
chr3	UBE2E1	602916.0 | UBE2E1, UBCH6 | Ubiquitin-conjugating enzyme E2 E1 | 7324.0 | ENSG00000170142 | nan | nan
chr3	NKIRAS1	604496.0 | NKIRAS1, KBRAS1 | NFKB inhibitor-interacting Ras-like protein 1 | 28512.0 | ENSG00000197885 | nan | nan
chr3	RPL15	604174.0 | RPL15, DBA12 | Ribosomal protein L15 | 6138.0 | ENSG00000174748 | nan | Diamond-Blackfan anemia 12, 615550 (3), Autosomal dominant
chr3	NR1D2	602304.0 | NR1D2, RVR, BD73 | Nuclear receptor subfamily 1, group D, member 2 | 9975.0 | ENSG00000174738 | nan | nan
chr3	THRB	190160.0 | THRB, ERBA2, THR1, PRTH | Thyroid hormone receptor, beta (avian erythroblastic leukemia viral (v-erb-a) oncogene homolog-2) | 7068.0 | ENSG00000151090 | nan | Thyroid hormone resistance, autosomal recessive, 274300 (3), Autosomal recessive; Thyroid hormone resistance, 188570 (3), Autosomal dominant; Thyroid hormone resistance, selective pituitary, 145650 (3), Autosomal dominant
chr3	RARB	180220.0 | RARB, HAP, MCOPS12 | Retinoic acid receptor, beta polypeptide | 5915.0 | ENSG00000077092 | = HAP = HBV-activated protein | Microphthalmia, syndromic 12, 615524 (3), Autosomal recessive, Autosomal dominant
chr3	TOP2B	126431.0 | TOP2B, BILU | Topoisomerase (DNA) II, beta, 180kD | 7155.0 | ENSG00000077097 | nan | B-cell immunodeficiency, distal limb anomalies, and urogenital malformations, 609296 (3), Autosomal dominant
chr3	NGLY1	610661.0 | NGLY1, PNG1, CDDG, CDG1V | N-glycanase 1 | 55768.0 | ENSG00000151092 | nan | Congenital disorder of deglycosylation 1, 615273 (3), Autosomal recessive
chr3	OXSM	610324.0 | OXSM, KS | 3-oxoacyl-ACP synthase, mitochondrial | 54995.0 | ENSG00000151093 | nan | nan
chr3	LRRC3B	618996.0 | LRRC3B, LRP15 | Leucine-rich repeat-containing protein 3B | 116135.0 | ENSG00000179796 | nan | nan
chr3	NEK10	618726.0 | NEK10, CILD44 | NIMA-related kinase 10 | 152110.0 | ENSG00000163491 | nan | Ciliary dyskinesia, primary, 44, 618781 (3), Autosomal recessive
chr3	SLC4A7	603353.0 | SLC4A7, NBC2, NBC3 | Solute carrier family 4, sodium bicarbonate cotransporter, member 7 | 9497.0 | ENSG00000033867 | nan | nan
chr3	EOMES	604615.0 | EOMES, TBR2 | Eomesodermin | 8320.0 | ENSG00000163508 | ?translocation separating regulatory element from promoter | nan
chr3	CMC1	615166.0 | CMC1, C3orf68 | C-X9-C motif-containing 1 | 152100.0 | ENSG00000187118 | nan | nan
chr3	AZI2	609916.0 | AZI2, AZ2, NAP1, TILP | 5-azacytidine-induced protein 2 | 64343.0 | ENSG00000163512 | nan | nan
chr3	RBMS3	605786.0 | RBMS3 | RNA-binding motif protein, single strand-interacting, 3 | 27303.0 | ENSG00000144642 | nan | nan
chr3	TGFBR2	190182.0 | TGFBR2, HNPCC6, AAT3, MFS2, LDS2 | Transforming growth factor, beta receptor II, 70-80kD | 7048.0 | ENSG00000163513 | nan | Loeys-Dietz syndrome 2, 610168 (3), Autosomal dominant; Colorectal cancer, hereditary nonpolyposis, type 6, 614331 (3); Esophageal cancer, somatic, 133239 (3)
chr3	GADL1	615601.0 | GADL1 | Glutamate decarboxylase-like 1 | 339896.0 | ENSG00000144644 | nan | nan
chr3	SCLC1	182280.0 | SCLC1 | Small-cell cancer of lung | 7864.0 | nan | centromeric to ERBA2 | Small-cell cancer of lung, 182280 (2), Autosomal dominant
chr3	STT3B	608605.0 | STT3B, SIMP, CDG1X | STT3B, subunit of the oligosaccharyltransferase complex (catalytic) | 201595.0 | ENSG00000163527 | nan | Congenital disorder of glycosylation, type Ix, 615597 (3), Autosomal recessive
chr3	OSBPL10	606738.0 | OSBPL10, ORP10 | Oxysterol-binding protein-like protein 10 | 114884.0 | ENSG00000144645 | nan | nan
chr3	HHV8S	614836.0 | HHV8S | Human herpesvirus 8, susceptibility to | 101056702.0 | nan | nan | {Human herpesvirus 8, susceptibility to}, 614836 (2)
chr3	GPD1L	611778.0 | GPD1L, KIAA0089 | Glycerol-3-phosphate dehydrogenase 1-like | 23171.0 | ENSG00000152642 | nan | Brugada syndrome 2, 611777 (3), Autosomal dominant
chr3	CMTM8	607891.0 | CMTM8, CKLFSF8 | CKLF-like marvel transmembrane domain-containing 8 | 152189.0 | ENSG00000170293 | nan | nan
chr3	CMTM7	607890.0 | CMTM7, CKLFSF7 | CKLF-like marvel transmembrane domain-containing 7 | 112616.0 | ENSG00000153551 | nan | nan
chr3	CMTM6	607889.0 | CMTM6, CKLFSF6 | CKLF-like marvel transmembrane domain-containing 6 | 54918.0 | ENSG00000091317 | nan | nan
chr3	DYNC1LI1	615890.0 | DYNC1LI1, LIC1 | Dynein, cytoplasmic 1, light intermediate chain 1 | 51143.0 | ENSG00000144635 | nan | nan
chr3	CNOT10	620508.0 | CNOT10 | CCR4-NOT transcription complex, subunit 10 | 25904.0 | ENSG00000182973 | nan | nan
chr3	TRIM71	618570.0 | TRIM71, LIN41, HYC4 | Tripartite motif-containing protein 71 | 131405.0 | ENSG00000206557 | nan | Hydrocephalus, congenital, 4, 618667 (3), Autosomal dominant
chr3	CCR4	604836.0 | CCR4, CKR4, CMKBR4 | Chemokine (C-C) receptor-4 | 1233.0 | ENSG00000183813 | nan | nan
chr3	GLB1	611458.0 | GLB1, MPS4B | Galactosidase, beta-1 | 2720.0 | ENSG00000170266 | 3p14.2-p11 excluded | GM1-gangliosidosis, type I, 230500 (3), Autosomal recessive; GM1-gangliosidosis, type III, 230650 (3), Autosomal recessive; Mucopolysaccharidosis type IVB (Morquio), 253010 (3), Autosomal recessive; GM1-gangliosidosis, type II, 230600 (3), Autosomal recessive
chr3	CRTAP	605497.0 | CRTAP, CASP, OI7 | Cartilage-associated protein | 10491.0 | ENSG00000170275 | nan | Osteogenesis imperfecta, type VII, 610682 (3), Autosomal recessive
chr3	SUSD5	619917.0 | SUSD5, KIAA0527 | Sushi domain-containing protein 5 | 26032.0 | ENSG00000173705 | nan | nan
chr3	FBXL2	605652.0 | FBXL2, FBL2 | F-box and leucine-rich repeat protein 2 | 25827.0 | ENSG00000153558 | nan | nan
chr3	UBP1	609784.0 | UBP1, LBP1A, LBP1B | Upstream binding protein 1 | 7342.0 | ENSG00000153560 | nan | nan
chr3	CLASP2	605853.0 | CLASP2 | CLIP-associated protein 2 | 23122.0 | ENSG00000163539 | nan | nan
chr3	PDCD6IP	608074.0 | PDCD6IP, AIP1, ALIX, KIAA1375, MCPH29 | Programmed cell death 6-interacting protein | 10015.0 | ENSG00000170248 | mutation identified in 1 MCPH29 family | ?Microcephaly 29, primary, autosomal recessive, 620047 (3), Autosomal recessive
chr3	ARPP21	605488.0 | ARPP21, RCS | cAMP-regulated phosphoprotein 21 | 10777.0 | ENSG00000172995 | nan | nan
chr3	MIR128-2	611769.0 | MIR128-2, MIR128B, MIRN128-2 | Micro RNA 128-2 | 406916.0 | ENSG00000207625 | nan | nan
chr3	STAC	602317.0 | STAC | SRC homology three (SH3) and cysteine-rich domain | 6769.0 | ENSG00000144681 | nan | nan
chr3	DDH2	615612.0 | DDH2 | Developmental dysplasia of the hip 2 | 102775567.0 | nan | between rs4481097 and rs4626072 | Developmental dysplasia of the hip 2, 615612 (2), Autosomal dominant
chr3	DCLK3	613167.0 | DCLK3, DCK3, CLR | Doublecortin-like kinase 3 | 85443.0 | ENSG00000163673 | nan | nan
chr3	TRANK1	619316.0 | TRANK1, KIAA0342 | Tetratricopeptide repeat- and ankyrin repeat-containing protein 1 | 9881.0 | ENSG00000168016 | nan | nan
chr3	EPM2AIP1	607911.0 | EPM2AIP1, KIAA0766 | EPM2A-interacting protein 1 | 9852.0 | ENSG00000178567 | nan | nan
chr3	MLH1	120436.0 | MLH1, COCA2, LYNCH2, MMRCS1 | DNA mismatch repair protein MLH1 | 4292.0 | ENSG00000076242 | nan | Lynch syndrome 2, 609310 (3); Muir-Torre syndrome, 158320 (3), Autosomal dominant; Mismatch repair cancer syndrome 1, 276300 (3), Autosomal recessive
chr3	LRRFIP2	614043.0 | LRRFIP2 | Leucine-rich repeat in FLII-interacting protein 2 | 9209.0 | ENSG00000093167 | nan | nan
chr3	GOLGA4	602509.0 | GOLGA4 | Golgin A4 | 2803.0 | ENSG00000144674 | nan | nan
chr3	APRG1	611429.0 | APRG1, C3orf35 | APRG1 tumor suppressor candidate | 339883.0 | ENSG00000198590 | nan | nan
chr3	ITGA9	603963.0 | ITGA9 | Integrin, alpha-9 | 3680.0 | ENSG00000144668 | nan | nan
chr3	CTDSPL	608592.0 | CTDSPL, SCP3, HYA22 | CTD small phosphatase-like | 10217.0 | ENSG00000144677 | nan | nan
chr3	MIR26A1	612151.0 | MIR26A, MIRN26A1 | Micro RNA 26A1 | 407015.0 | ENSG00000199075 | nan | nan
chr3	VILL	619666.0 | VILL | Villin-like protein | 50853.0 | ENSG00000136059 | nan | nan
chr3	PLCD1	602142.0 | PLCD1, NDNC3 | Phospholipase C, delta-1 | 5333.0 | ENSG00000187091 | nan | Nail disorder, nonsyndromic congenital, 3, (leukonychia), 151600 (3), Autosomal recessive, Autosomal dominant
chr3	DLEC1	604050.0 | DLEC1, DLC1 | Deleted in lung and esophageal cancer 1 | 9940.0 | ENSG00000008226 | nan | nan
chr3	ACAA1	604054.0 | ACAA1 | Acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3-oxoacyl-Coenzyme A thiolase) | 30.0 | ENSG00000060971 | nan | nan
chr3	MYD88	602170.0 | MYD88, MYD88D, IMD68 | MYD88 innate immune signal transduction adaptor | 4615.0 | ENSG00000172936 | nan | Macroglobulinemia, Waldenstrom, somatic, 153600 (3); Immunodeficiency 68, 612260 (3), Autosomal recessive
chr3	OXSR1	604046.0 | OSR1 | Oxidative stress-responsive 1 | 9943.0 | ENSG00000172939 | nan | nan
chr3	SLC22A13	604047.0 | SLC22A13, ORCTL3, OCTL1 | Solute carrier family 22 (organic anion/urate transporter), member 13 | 9390.0 | ENSG00000172940 | nan | nan
chr3	SLC22A14	604048.0 | SLC22A14, ORCTL4, OCTL2 | Solute carrier family 22, member 14 | 9389.0 | ENSG00000144671 | nan | nan
chr3	XYLB	604049.0 | XYLB | Xylulokinase | 9942.0 | ENSG00000093217 | nan | nan
chr3	ACVR2B	602730.0 | ACVR2B, ACTRIIB, HTX4 | Activin A receptor, type IIB | 93.0 | ENSG00000114739 | nan | Heterotaxy, visceral, 4, autosomal, 613751 (3)
